Variable:,pr
Country:,Belgium
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1962,95.46,78.58,71.22,77.47,75.23,11.68,97.92,80.80,70.81,43.49,50.53,109.47
1963,34.63,24.47,63.07,40.81,75.17,122.72,39.87,109.41,46.19,70.04,116.56,15.89
1964,28.52,33.80,54.54,48.63,41.15,84.21,39.40,65.65,69.20,114.72,104.26,92.19
1965,116.93,31.23,60.95,100.35,100.28,68.56,139.13,108.37,83.48,26.01,101.70,199.10
1966,52.66,91.78,76.53,87.30,58.85,130.08,114.92,92.98,35.21,119.59,120.26,176.04
1967,45.91,63.91,59.05,46.45,78.28,41.48,47.67,72.44,79.98,95.18,79.23,107.07
1968,96.18,64.55,59.17,25.81,53.39,61.30,111.28,98.52,118.17,54.44,35.09,55.42
1969,47.93,74.21,62.89,71.29,87.80,86.58,67.90,135.51,21.46,8.47,115.07,48.85
1970,57.81,133.13,87.32,90.58,54.98,42.63,90.36,60.84,65.71,72.45,80.06,40.43
1971,64.01,45.80,38.82,30.81,86.55,124.68,40.01,61.92,21.21,30.37,108.26,20.35
1972,55.90,34.29,52.68,77.85,98.18,69.55,97.80,74.40,66.08,31.00,91.37,29.54
1973,33.29,69.15,19.77,75.96,94.65,40.34,77.17,29.66,80.53,71.59,77.50,73.35
1974,68.74,58.05,67.43,23.86,44.63,76.02,82.18,83.16,146.54,177.38,131.25,117.47
1975,84.00,20.49,111.63,60.74,33.37,57.09,67.96,70.96,86.83,17.13,111.57,35.61
1976,73.92,35.84,31.97,16.30,38.17,13.68,64.52,16.45,74.44,54.95,103.46,54.23
1977,74.96,97.93,66.62,81.80,60.20,106.31,75.17,81.96,27.91,42.77,140.42,64.02
1978,66.58,39.25,102.65,45.16,87.72,94.58,78.62,41.19,61.52,27.14,28.84,123.36
1979,60.55,57.68,135.56,74.07,89.06,61.64,35.61,90.39,22.92,60.95,113.92,142.62
1980,56.30,63.35,90.82,47.06,61.54,103.02,185.79,67.00,31.53,98.69,65.15,97.38
1981,111.59,45.69,108.89,44.83,93.11,129.78,70.13,57.34,76.56,158.84,81.88,120.16
1982,72.69,19.26,71.80,41.86,83.44,111.33,46.07,69.84,58.73,146.02,76.71,103.99
1983,96.95,60.58,81.43,96.87,126.70,92.01,42.25,29.69,77.35,45.81,67.47,56.56
1984,148.25,91.16,53.04,29.00,125.70,46.78,55.83,34.69,166.28,115.67,88.64,44.39
1985,74.62,22.01,83.96,90.43,61.74,115.68,67.66,71.89,39.03,22.79,72.17,73.04
1986,134.82,7.24,118.61,70.97,60.34,89.62,49.63,77.23,72.40,113.30,72.37,107.37
1987,46.32,77.30,100.38,35.02,86.52,129.28,127.83,85.54,68.94,111.94,110.05,32.43
1988,137.87,107.03,151.51,23.56,96.45,32.60,137.35,53.95,80.82,91.32,57.41,93.34
1989,35.51,65.35,89.72,119.51,26.54,70.44,45.71,51.71,65.37,81.57,31.97,110.67
1990,68.25,112.07,29.13,56.35,21.08,101.10,36.21,69.36,63.98,72.34,78.99,103.75
1991,81.46,32.51,39.95,56.95,29.12,113.20,100.09,17.34,57.56,46.93,137.48,68.30
1992,31.93,40.33,93.01,59.67,52.82,97.99,83.89,120.34,51.05,98.37,107.68,72.79
