Variable:,pr
Country:,Japan
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1962,82.87,44.67,64.44,126.38,150.70,239.35,244.25,198.19,108.17,117.60,114.04,86.89
1963,70.08,50.17,92.63,136.00,235.94,272.19,168.56,258.09,143.47,136.71,86.76,63.19
1964,121.50,79.42,81.52,155.25,101.31,211.09,190.81,183.89,207.30,106.37,98.63,71.51
1965,93.04,53.60,67.06,110.31,212.58,206.31,270.78,96.04,283.32,81.80,130.08,110.73
1966,76.20,104.45,159.51,122.09,166.88,248.53,222.26,165.60,276.55,135.01,84.45,68.90
1967,87.38,52.60,113.84,175.81,79.49,152.24,238.56,120.99,146.75,152.68,93.43,69.37
1968,61.00,77.82,91.38,87.06,134.00,147.12,231.92,249.42,158.10,113.19,64.82,147.65
1969,99.68,93.21,100.42,96.04,120.65,233.59,228.47,181.12,117.17,96.57,90.40,70.67
1970,84.02,67.17,72.83,126.68,149.73,261.07,163.76,161.69,167.87,111.66,111.38,66.93
1971,65.89,69.63,80.43,90.03,129.06,182.97,239.87,229.55,234.61,140.59,34.20,85.51
1972,131.65,134.60,96.86,137.93,141.30,217.47,301.85,184.49,238.88,100.49,138.63,118.67
1973,124.64,72.31,41.11,162.56,138.05,119.51,98.70,148.88,206.30,154.05,78.30,49.71
1974,48.55,75.95,87.32,151.33,97.97,189.47,280.86,167.39,219.97,139.85,77.97,72.45
1975,89.31,82.74,92.30,130.49,114.20,213.79,189.12,180.76,141.43,183.87,153.46,71.54
1976,38.59,119.47,83.96,127.40,149.67,209.16,142.26,224.08,264.81,147.97,93.18,84.45
1977,41.75,53.45,133.89,141.94,134.85,198.84,105.92,204.77,158.65,50.55,155.75,77.85
1978,62.45,50.15,85.62,101.09,103.90,228.48,91.21,109.41,150.81,115.96,71.90,65.38
1979,83.69,117.31,103.39,131.98,108.88,222.43,170.23,152.16,194.00,197.03,159.50,62.39
1980,108.72,45.04,132.35,129.65,185.69,150.94,340.29,313.91,132.08,187.25,87.33,104.82
1981,46.11,69.37,105.38,150.14,150.01,221.35,188.43,236.09,150.36,156.82,107.91,48.38
1982,62.01,58.05,98.90,134.20,117.32,119.49,258.15,215.43,235.26,76.86,128.41,59.68
1983,53.37,73.59,136.22,147.76,128.46,186.02,238.67,163.43,265.35,111.69,60.89,50.02
1984,70.62,66.41,69.00,97.18,93.13,210.03,147.94,92.57,120.29,82.81,59.35,80.18
1985,42.20,127.34,125.33,138.74,131.16,286.63,209.34,95.92,194.60,120.64,113.54,64.80
1986,50.13,53.04,116.64,110.07,181.07,172.27,205.71,149.26,150.87,84.52,51.19,93.65
1987,74.50,57.40,129.10,60.57,139.58,140.13,265.00,188.60,157.35,139.69,72.77,55.48
1988,55.46,45.54,126.24,115.97,145.29,268.49,183.93,210.00,212.35,87.86,78.78,39.33
1989,118.33,125.00,105.87,120.95,159.81,183.62,177.34,234.65,323.20,105.34,102.59,62.58
1990,85.94,115.70,92.71,142.24,117.82,182.23,151.53,143.65,310.88,161.25,168.68,70.20
1991,67.15,99.04,139.89,127.97,108.78,233.31,250.70,192.71,227.82,165.65,89.77,76.17
1992,65.70,59.27,146.68,136.42,134.72,165.53,131.55,202.49,141.27,136.78,90.73,93.39
1993,97.33,88.78,72.46,90.88,127.70,281.47,331.53,270.48,224.46,121.81,130.25,93.38
1994,62.31,94.53,85.10,93.73,107.32,132.83,81.30,94.79,250.04,75.57,58.99,60.32
