Variable:,pr
Country:,France
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1962,86.43,55.31,80.90,64.33,67.05,28.19,41.65,34.64,70.46,50.66,107.46,80.50
1963,52.57,58.68,74.60,67.82,50.62,116.63,49.07,140.91,84.17,42.58,122.27,39.17
1964,22.01,68.45,86.46,64.40,63.44,54.80,32.33,58.49,67.73,80.27,59.68,69.74
1965,97.59,16.70,80.20,50.18,66.45,57.43,73.41,94.77,158.69,47.26,120.60,138.71
1966,76.12,101.81,32.91,88.79,63.12,68.75,64.25,74.98,37.80,136.74,104.03,102.74
1967,44.07,61.42,50.82,32.97,84.88,40.36,28.59,61.49,85.11,72.68,103.85,66.18
1968,73.72,82.82,37.60,64.33,84.19,67.92,61.13,115.85,122.72,47.25,83.95,83.53
1969,60.86,59.22,84.93,74.72,85.93,82.24,51.52,66.64,88.42,18.05,106.94,74.43
1970,85.32,106.75,64.74,63.00,54.07,85.66,37.31,74.33,40.22,72.90,87.74,49.43
1971,82.90,34.35,68.63,63.78,90.32,96.98,54.32,73.92,50.96,26.62,97.70,50.74
1972,85.71,103.44,55.70,62.99,65.50,86.25,52.80,79.61,59.26,56.97,96.14,58.92
1973,53.77,56.93,17.00,46.08,74.32,67.70,74.89,47.25,78.14,63.26,48.42,86.80
1974,65.52,87.91,78.95,50.34,59.95,69.44,43.92,70.06,123.27,102.51,97.31,45.40
1975,77.92,28.68,86.50,49.12,85.19,53.67,39.43,82.84,124.54,34.89,112.63,48.69
1976,33.24,55.84,34.80,42.49,36.64,12.14,61.80,58.12,109.68,121.38,103.18,87.41
1977,95.73,107.07,68.80,59.18,115.37,103.17,103.01,93.19,16.73,85.58,81.60,80.82
1978,108.17,92.72,101.20,74.03,75.36,69.25,56.16,43.11,38.65,18.22,16.73,124.87
1979,103.41,94.95,111.40,69.78,79.06,58.37,30.95,74.27,40.29,135.20,68.18,119.38
1980,71.03,57.84,89.32,29.78,81.66,87.04,79.22,58.33,51.57,91.11,72.68,67.95
1981,77.05,46.21,87.15,41.82,106.90,84.76,68.69,37.47,96.80,115.46,32.76,159.93
1982,82.12,43.68,66.37,20.76,52.25,90.01,67.58,71.17,74.16,124.67,107.92,118.85
1983,41.79,72.21,56.06,119.61,110.82,59.29,40.29,85.58,61.60,54.92,52.35,64.51
1984,115.71,59.07,62.80,20.16,123.08,54.99,31.48,66.85,108.62,85.72,122.07,67.87
1985,59.57,46.64,77.62,62.80,108.25,75.96,47.24,54.38,17.80,27.12,66.31,67.12
1986,117.94,58.85,67.82,112.19,62.65,45.08,31.79,69.26,83.41,73.19,59.83,82.56
1987,47.33,65.12,56.07,50.11,61.74,106.88,95.55,65.63,58.73,142.33,79.97,61.34
1988,136.90,77.51,94.07,68.11,105.98,69.09,72.11,41.50,58.62,90.07,42.53,50.52
1989,26.99,64.44,51.60,124.86,28.78,37.52,47.43,46.59,45.91,41.17,70.54,79.08
1990,54.85,98.54,15.88,68.74,50.12,80.82,33.71,43.50,47.19,113.10,79.34,77.57
1991,56.13,39.33,75.55,48.34,34.94,71.57,53.25,26.80,103.74,75.46,96.20,36.37
1992,26.23,34.39,56.58,52.70,60.04,115.33,66.69,94.50,73.86,120.01,106.34,55.88
1993,42.45,18.35,20.83,101.05,72.14,90.54,61.04,43.71,165.23,113.81,47.39,115.68
1994,105.50,87.08,32.67,82.97,85.24,64.25,50.49,61.51,156.29,80.54,78.95,75.59
1995,119.10,92.14,68.43,61.63,76.52,29.40,53.92,50.43,112.50,41.66,63.15,105.46
1996,85.49,73.63,37.30,39.20,77.00,41.57,61.61,83.76,60.63,53.72,167.10,87.29
1997,60.33,62.62,11.38,25.15,80.82,131.82,53.68,82.77,24.67,48.47,119.76,103.12
1998,84.13,18.95,32.48,136.70,46.81,57.06,43.18,37.57,125.09,103.96,58.04,69.42
1999,86.42,62.29,61.65,81.31,76.08,60.67,56.51,76.02,129.71,88.66,82.08,133.35
2000,24.56,68.15,44.66,96.32,73.45,60.37,99.47,56.20,70.93,126.93,147.82,91.12
2001,104.06,46.37,131.88,87.78,56.70,47.98,100.09,61.26,77.04,82.56,56.63,38.25
2002,39.74,85.51,49.00,35.68,98.45,68.09,71.22,97.53,66.63,90.74,151.41,94.55
2003,78.85,43.64,28.25,47.77,57.80,48.29,47.42,42.40,56.78,103.40,88.01,85.91
2004,120.48,37.76,47.69,66.36,50.84,30.89,55.06,113.49,32.89,120.01,46.21,67.20
2005,41.80,37.36,38.83,84.80,58.52,45.32,50.58,44.07,65.61,72.05,74.68,60.77
2006,52.27,54.88,101.71,41.39,71.80,34.87,58.00,87.58,95.25,78.86,70.20,70.89
2007,55.32,85.17,69.29,33.57,111.58,101.72,79.64,93.81,44.80,37.86,60.19,61.76
2008,81.83,37.30,79.54,87.32,99.87,66.83,64.55,78.66,74.11,93.66,93.41,78.26
2009,73.54,54.84,43.71,80.79,52.56,78.89,57.53,37.62,52.36,52.70,113.74,106.11
2010,62.40,74.96,62.60,29.55,72.06,87.53,43.54,67.48,71.53,75.16,106.35,87.70
