Variable:,pr
Country:,Estonia
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1962,51.24,38.19,25.14,42.51,62.75,72.76,76.43,126.32,100.68,46.23,59.17,35.68
1963,16.85,26.03,21.88,13.40,29.88,28.77,37.19,105.24,49.73,91.66,63.13,24.27
1964,21.95,26.30,6.01,21.38,28.39,37.96,51.04,57.43,50.96,56.46,65.03,58.38
1965,47.85,25.73,29.15,6.04,24.32,46.82,102.55,41.46,70.89,39.41,53.45,58.98
1966,45.24,40.61,38.99,59.80,46.33,42.44,60.91,82.27,102.11,62.20,49.72,57.90
1967,33.47,23.57,40.17,36.63,71.24,36.59,24.90,102.73,45.44,125.13,59.94,60.06
1968,36.99,25.50,24.83,34.99,52.10,43.35,54.04,47.07,55.12,99.68,47.38,25.31
1969,16.47,36.09,16.02,57.39,63.97,10.71,60.36,42.95,69.03,38.18,86.56,28.56
1970,33.46,20.24,28.65,77.85,22.69,36.42,89.49,37.08,76.52,56.56,71.99,54.59
1971,35.93,50.57,52.26,11.03,11.36,45.47,43.20,67.23,44.81,71.55,66.34,54.64
1972,7.54,10.14,17.63,56.74,53.97,57.49,67.24,96.58,53.04,51.89,81.35,39.97
1973,14.00,34.96,28.29,43.23,61.95,35.82,67.14,57.57,96.80,70.91,65.58,42.08
1974,29.74,30.76,10.09,7.57,33.03,58.69,82.17,55.68,64.13,103.71,74.20,67.28
1975,46.50,14.85,23.96,66.02,46.15,34.03,42.42,52.17,40.35,29.76,59.86,81.47
1976,48.36,19.94,31.58,39.79,18.08,48.50,39.25,46.11,53.18,21.17,51.36,61.08
1977,22.98,37.43,21.57,87.19,39.67,40.42,86.23,33.80,89.70,78.51,77.77,51.90
1978,34.86,21.50,48.40,40.91,24.73,67.06,97.30,143.00,128.28,39.68,91.57,20.73
1979,45.96,32.55,24.87,22.24,50.54,31.58,103.80,61.80,74.97,17.49,95.08,43.75
1980,33.49,23.64,16.34,24.12,50.03,43.58,59.45,90.85,48.10,115.43,63.56,82.09
1981,42.97,31.00,41.91,23.63,45.95,102.47,100.29,90.21,57.27,129.58,78.37,74.79
1982,40.23,12.50,28.00,34.49,29.55,86.40,43.59,72.00,57.79,61.88,58.33,53.97
1983,67.08,17.60,53.47,32.08,66.88,55.33,35.29,25.56,90.65,91.04,76.17,75.07
1984,69.35,21.59,20.54,14.35,42.78,53.75,88.53,48.57,107.70,84.07,28.51,45.70
1985,35.62,19.12,29.62,39.02,51.18,81.86,83.52,105.85,92.64,57.92,54.16,57.75
1986,60.13,9.33,24.22,32.13,31.86,34.04,100.34,101.10,110.51,53.87,70.88,63.55
1987,30.83,43.99,15.71,6.54,70.86,81.90,48.58,150.97,124.33,19.56,57.25,41.57
1988,37.32,34.79,48.50,42.88,23.82,38.78,86.17,116.30,84.44,51.76,57.36,65.16
1989,31.67,46.60,46.62,28.85,21.66,68.64,52.12,121.39,32.75,80.38,63.13,48.42
1990,79.13,80.14,62.98,14.23,35.84,35.80,127.16,85.73,98.45,78.56,78.61,35.70
1991,52.56,35.78,39.33,27.61,53.49,88.00,41.10,75.37,73.53,62.77,82.99,42.00
1992,68.97,46.12,46.54,55.71,32.73,15.88,35.88,58.92,63.20,75.87,65.32,33.07
1993,68.22,36.02,35.80,23.15,18.36,72.95,102.78,112.74,45.79,67.15,7.89,65.13
1994,46.87,6.78,61.05,38.95,50.20,49.40,15.64,82.93,102.53,62.38,55.30,54.08
1995,46.04,58.08,56.90,31.80,79.28,75.34,48.84,51.27,53.57,59.51,61.84,30.38
1996,19.18,30.61,15.68,25.84,64.28,41.99,91.85,16.14,38.58,69.64,100.77,62.32
1997,40.24,60.37,24.54,56.80,39.79,81.25,64.05,16.37,98.11,102.40,73.88,41.34
1998,53.87,42.82,25.90,27.58,54.66,110.47,100.54,114.41,37.89,91.94,26.20,52.96
