Variable:,tasmax
Country:,Nigeria
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1992,31.27,33.88,36.31,36.11,33.67,32.29,29.34,28.79,30.12,32.64,32.25,32.58
1993,30.99,34.91,36.05,36.49,34.29,32.63,30.46,29.50,30.94,33.27,34.53,32.06
1994,32.18,34.00,37.22,35.92,34.46,32.42,29.66,28.31,29.91,32.10,32.97,31.04
1995,31.82,33.79,36.69,36.04,34.70,32.92,30.64,29.80,30.96,32.80,33.08,33.57
1996,33.84,35.86,36.78,36.11,34.69,32.05,30.95,29.43,30.25,32.40,32.31,33.23
1997,33.58,33.14,35.06,35.31,33.79,32.24,30.55,30.06,31.82,33.80,34.54,32.60
1998,32.89,35.87,35.83,37.56,35.50,32.96,30.24,29.60,30.28,32.86,34.35,33.07
1999,33.18,34.93,37.61,36.26,34.67,33.34,30.04,28.92,30.01,31.91,33.82,33.23
2000,32.99,32.48,35.95,37.18,35.37,32.56,30.14,29.61,31.12,32.68,33.97,32.50
2001,32.65,33.72,36.88,36.35,34.90,32.19,30.29,29.40,30.57,32.60,33.86,33.85
2002,31.14,34.45,36.92,36.80,35.66,32.95,31.16,30.10,31.00,31.90,33.83,33.14
2003,33.57,36.31,35.86,36.33,35.25,31.79,30.43,29.45,30.74,33.41,34.32,32.76
2004,32.86,34.59,35.61,36.72,34.33,32.37,30.17,29.94,31.59,33.58,34.27,34.02
2005,31.86,35.56,37.78,37.07,34.51,31.87,30.28,29.45,31.33,32.80,34.03,33.98
2006,34.35,36.56,37.05,36.59,34.42,33.30,31.49,29.73,30.39,32.96,32.56,31.79
2007,31.56,35.80,36.80,36.84,34.82,32.50,30.56,29.77,30.91,33.48,34.61,33.10
2008,30.59,33.67,37.20,36.04,34.46,32.77,30.26,29.68,30.94,32.90,34.19,33.57
2009,33.75,36.45,36.99,36.93,34.78,33.26,31.22,30.16,31.31,32.69,33.26,34.05
2010,34.60,37.04,36.98,37.61,35.44,32.97,30.36,29.64,30.43,32.38,34.50,33.44
2011,32.70,35.83,37.75,36.77,35.17,32.92,31.10,30.04,31.06,33.04,33.87,32.20
2012,32.79,35.85,36.36,36.89,34.12,31.91,29.68,29.09,30.61,32.54,33.81,33.57
2013,33.16,34.79,38.58,35.89,34.91,32.92,30.88,28.89,31.09,32.82,34.61,33.03
2014,34.09,34.89,36.99,36.60,34.30,33.28,31.08,29.11,30.70,32.95,34.01,32.54
2015,32.19,35.39,36.47,36.36,36.23,33.49,31.35,29.74,30.52,33.47,33.70,30.24
2016,32.80,35.68,37.48,37.33,34.90,32.29,30.43,29.72,31.14,33.39,34.76,33.55
2017,32.72,34.29,37.54,36.69,34.66,32.13,30.36,29.61,31.28,33.16,33.95,32.56
2018,32.09,36.29,37.39,36.64,34.91,32.80,30.42,29.71,30.88,31.67,33.71,31.65
2019,33.34,33.91,36.92,36.04,34.33,31.66,30.67,29.34,31.55,31.32,32.81,33.02
2020,32.31,34.50,37.36,36.70,35.29,33.33,30.21,29.09,30.23,32.65,33.76,33.51
