,Date,Year,Month,Country_id,Precipitation,SPI
223,1919-08-31,1919,August,NAM,1.85,-1.713639549490118
224,1919-09-30,1919,September,NAM,7.36,-2.4124178873274835
225,1919-10-31,1919,October,NAM,25.42,-2.8420722513111016
226,1919-11-30,1919,November,NAM,26.76,-0.24027657141818154
227,1919-12-31,1919,December,NAM,25.46,0.7122611809529417
228,1920-01-31,1920,January,NAM,37.44,0.711124731496172
229,1920-02-29,1920,February,NAM,71.1,-0.11162084116946566
230,1920-03-31,1920,March,NAM,26.69,1.0524603305059155
231,1920-04-30,1920,April,NAM,28.19,-0.6105969584453195
232,1920-05-31,1920,May,NAM,6.02,-0.4223421426981482
233,1920-06-30,1920,June,NAM,1.72,-0.32782896461610556
234,1920-07-31,1920,July,NAM,0.36,0.4730954958630254
235,1920-08-31,1920,August,NAM,2.14,-2.1445978508705252
236,1920-09-30,1920,September,NAM,0.85,0.528700024524573
237,1920-10-31,1920,October,NAM,3.33,0.9544925444342776
238,1920-11-30,1920,November,NAM,42.53,-1.4708870480615774
239,1920-12-31,1920,December,NAM,26.78,0.6381961828267917
240,1921-01-31,1921,January,NAM,37.61,0.7059251098035118
241,1921-02-28,1921,February,NAM,107.35,-1.2912587425273312
242,1921-03-31,1921,March,NAM,84.53,-1.0217267592396946
243,1921-04-30,1921,April,NAM,22.11,-0.12459274934304199
244,1921-05-31,1921,May,NAM,14.95,-2.4307628602830014
245,1921-06-30,1921,June,NAM,2.33,-0.7688177723127468
246,1921-07-31,1921,July,NAM,0.4,0.41511164678789136
247,1921-08-31,1921,August,NAM,1.19,-0.7328378980726391
248,1921-09-30,1921,September,NAM,0.25,0.7997707998104769
249,1921-10-31,1921,October,NAM,6.81,0.3563917979791432
250,1921-11-30,1921,November,NAM,30.58,-0.5383699145239373
251,1921-12-31,1921,December,NAM,21.57,0.9305284860368229
252,1922-01-31,1922,January,NAM,27.54,1.0139262300687355
253,1922-02-28,1922,February,NAM,42.81,0.8089848479178173
254,1922-03-31,1922,March,NAM,25.54,1.0937002190468466
255,1922-04-30,1922,April,NAM,2.31,1.4581183263518742
256,1922-05-31,1922,May,NAM,3.84,0.0679554120986021
257,1922-06-30,1922,June,NAM,0.38,0.6409005473732374
258,1922-07-31,1922,July,NAM,0.2,0.7050308921635614
259,1922-08-31,1922,August,NAM,0.89,-0.2870189656101489
260,1922-09-30,1922,September,NAM,0.22,0.8133243385747722
261,1922-10-31,1922,October,NAM,18.64,-1.6768070039071328
262,1922-11-30,1922,November,NAM,15.13,0.6672693920163585
263,1922-12-31,1922,December,NAM,18.95,1.0775362853478174
264,1923-01-31,1923,January,NAM,62.02,-0.04067939324257688
265,1923-02-28,1923,February,NAM,126.03,-1.8991383562477433
266,1923-03-31,1923,March,NAM,106.49,-1.809229326508256
267,1923-04-30,1923,April,NAM,41.88,-1.7049057779535721
268,1923-05-31,1923,May,NAM,11.14,-1.573866675064828
269,1923-06-30,1923,June,NAM,1.28,-0.009738677097216868
270,1923-07-31,1923,July,NAM,0.34,0.5020874204005923
271,1923-08-31,1923,August,NAM,0.26,0.6492007925610808
272,1923-09-30,1923,September,NAM,0.31,0.7726637222818865
273,1923-10-31,1923,October,NAM,12.28,-0.5837263293511973
274,1923-11-30,1923,November,NAM,16.32,0.5744078531954554
275,1923-12-31,1923,December,NAM,26.35,0.6623234170648556
276,1924-01-31,1924,January,NAM,28.12,0.9961863442937771
277,1924-02-29,1924,February,NAM,38.9,0.9362230325884175
278,1924-03-31,1924,March,NAM,67.08,-0.3959562765968713
279,1924-04-30,1924,April,NAM,4.52,1.2814621911354214
280,1924-05-31,1924,May,NAM,0.91,0.7269333183162527
281,1924-06-30,1924,June,NAM,0.1,0.843321639430712
282,1924-07-31,1924,July,NAM,0.32,0.5310793449381593
283,1924-08-31,1924,August,NAM,0.35,0.5154551128223337
284,1924-09-30,1924,September,NAM,0.85,0.528700024524573
285,1924-10-31,1924,October,NAM,13.33,-0.7641877614712811
