PK_ID_CITY,Ciity_Name,City_ASCII,Latitude,Longitude,Country,ISO_2,ISO_3,Capital
1024818756,"Porto Amboim","Porto Amboim","-10,7183","13,75",Angola,AO,AGO,0
1024821574,Catumbela,Catumbela,"-12,4167","13,5333",Angola,AO,AGO,0
1024822780,Calenga,Calenga,"-11,3196","16,2",Angola,AO,AGO,0
1024843393,Namacunde,Namacunde,"-17,3","15,85",Angola,AO,AGO,0
1024863343,"Vila Teixeira da Silva","Vila Teixeira da Silva","-12,1958","15,8556",Angola,AO,AGO,0
1024864144,"Capenda Camulemba","Capenda Camulemba","-9,4233","18,4328",Angola,AO,AGO,0
1024883433,Tchitato,Tchitato,"-7,345","20,8198",Angola,AO,AGO,0
1024891825,Caimbambo,Caimbambo,"-12,9","14,0833",Angola,AO,AGO,0
1024892795,Chicomba,Chicomba,"-14,1333","14,9167",Angola,AO,AGO,0
1024895987,Quilengues,Quilengues,"-14,0814","14,0764",Angola,AO,AGO,0
1024902504,Tchindjendje,Tchindjendje,"-12,8167","14,9333",Angola,AO,AGO,0
1024903782,Soio,Soio,"-6,1333","12,3667",Angola,AO,AGO,0
1024911597,Ndjamba,Ndjamba,"-14,7","16,0667",Angola,AO,AGO,0
1024922883,Bocoio,Bocoio,"-12,4667","14,1333",Angola,AO,AGO,0
1024923411,Songo,Songo,"-7,3496","14,85",Angola,AO,AGO,0
1024929138,Quipungo,Quipungo,"-14,8167","14,5167",Angola,AO,AGO,0
1024937810,"Barra do Dande","Barra do Dande","-8,4728","13,3731",Angola,AO,AGO,0
1024939858,Cuito,Cuito,"-12,3833","16,9333",Angola,AO,AGO,0
1024949724,Luanda,Luanda,"-8,8383","13,2344",Angola,AO,AGO,1
1024978551,Negage,Negage,"-7,7667","15,2667",Angola,AO,AGO,0
1024988332,Talatona,Talatona,"-8,9167","13,1833",Angola,AO,AGO,0
1024994288,Catabola,Catabola,"-12,1167","17,3",Angola,AO,AGO,0
1028912067,"Saint Johnâ€™s","Saint John's","17,1211","-61,8447","Antigua And Barbuda",AG,ATG,1
1031015845,Hac?qabul,Haciqabul,"40,0387","48,9429",Azerbaijan,AZ,AZE,0
1031031472,Culfa,Culfa,"38,9558","45,6308",Azerbaijan,AZ,AZE,0
1031050255,Q?vraq,Qivraq,"39,3994","45,1151",Azerbaijan,AZ,AZE,0
1031053363,D?v?Ã§i,Davaci,"41,2012","48,9871",Azerbaijan,AZ,AZE,0
1031053512,Xank?ndi,Xankandi,"39,8153","46,7519",Azerbaijan,AZ,AZE,0
1031058715,Pirallah?,Pirallahi,"40,4708","50,3217",Azerbaijan,AZ,AZE,0
1031059559,Qusar,Qusar,"41,4219","48,4214",Azerbaijan,AZ,AZE,0
1031078072,Quba,Quba,"41,3653","48,5264",Azerbaijan,AZ,AZE,0
1031114052,Bak?xanov,Bakixanov,"40,4217","49,9644",Azerbaijan,AZ,AZE,0
1031116600,"A?a?? Ay?bl?","Asagi Ayibli","40,9347","45,8261",Azerbaijan,AZ,AZE,0
1031119834,X?nd?r?stan,Xindiristan,"40,1214","47,1075",Azerbaijan,AZ,AZE,0
